,Year,Term,TermYear,Course,Course Title,ACP,CS,HUM,NAT,QR,SBS,Advanced Composition,Non-Western Cultures,Western/Comparative Cultures,US Minority Cultures,Historical & Philosophical Perspectives,Literature & the Arts,Life Sciences,Physical Sciences,Quantitative Reasoning 1,Quantitative Reasoning 2,Behavioral Sciences,Social Sciences
1060,2018,Fall,2018-fa,AFRO 201,US Racial & Ethnic Politics,,US,,,,SS,0,0,0,1,0,0,0,0,0,0,0,1
1061,2018,Fall,2018-fa,AFRO 211,Intro to African-American Film,,US,,,,,0,0,0,1,0,0,0,0,0,0,0,0
1062,2018,Fall,2018-fa,AFRO 212,Intro African American Theat,,US,,,,,0,0,0,1,0,0,0,0,0,0,0,0
1063,2018,Fall,2018-fa,AFRO 215,US Citizenship Comparatively,,US,HP,,,,0,0,0,1,1,0,0,0,0,0,0,0
1064,2018,Fall,2018-fa,AFRO 221,History of the Prison,,WCC,HP,,,,0,0,1,0,1,0,0,0,0,0,0,0
1065,2018,Fall,2018-fa,AFRO 224,Humanist Persp of Afro-Am Exp,,US,LA,,,,0,0,0,1,0,1,0,0,0,0,0,0
1066,2018,Fall,2018-fa,AFRO 228,Hip Hop Music: History and Culture,,US,LA,,,,0,0,0,1,0,1,0,0,0,0,0,0
1067,2018,Fall,2018-fa,AFRO 231,Lang Diff Dis: American Persp,,US,,,,,0,0,0,1,0,0,0,0,0,0,0,0
1068,2018,Fall,2018-fa,AFRO 243,Pan Africanism,,NW,,,,SS,0,1,0,0,0,0,0,0,0,0,0,1
1069,2018,Fall,2018-fa,AFRO 250,Introduction to Health and Wellness in the Black Community,,US,,,,SS,0,0,0,1,0,0,0,0,0,0,0,1
1070,2018,Fall,2018-fa,AFRO 259,Afro-American Literature I,,US,,,,,0,0,0,1,0,0,0,0,0,0,0,0
1071,2018,Fall,2018-fa,AFRO 260,Afro-American Literature II,,US,,,,,0,0,0,1,0,0,0,0,0,0,0,0
1072,2018,Fall,2018-fa,AFRO 261,Intro to the African Diaspora,,US,HP,,,,0,0,0,1,1,0,0,0,0,0,0,0
1073,2018,Fall,2018-fa,AFRO 272,Minority Images in Amer Film,,US,LA,,,,0,0,0,1,0,1,0,0,0,0,0,0
1074,2018,Fall,2018-fa,AFRO 275,Afro-American History to 1877,,US,HP,,,,0,0,0,1,1,0,0,0,0,0,0,0
1075,2018,Fall,2018-fa,AFRO 276,Afro-American Hist Since 1877,,US,HP,,,,0,0,0,1,1,0,0,0,0,0,0,0
1076,2018,Fall,2018-fa,AFRO 281,Constructing Race in America,,US,HP,,,,0,0,0,1,1,0,0,0,0,0,0,0
1077,2018,Fall,2018-fa,AFRO 287,African-American Women,,US,HP,,,,0,0,0,1,1,0,0,0,0,0,0,0
1078,2018,Fall,2018-fa,AFRO 290,Af Am Urban Hist Since 1917,,US,HP,,,,0,0,0,1,1,0,0,0,0,0,0,0
1079,2018,Fall,2018-fa,AFRO 310,Race and Cultural Diversity,ACP,US,,,,,1,0,0,1,0,0,0,0,0,0,0,0
1080,2018,Fall,2018-fa,AFRO 340,Dancing Black Popular Culture,,US,HP,,,,0,0,0,1,1,0,0,0,0,0,0,0
1081,2018,Fall,2018-fa,AFRO 372,Class Politics & Blk Community,ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1082,2018,Fall,2018-fa,AFRO 400,African Diasporic Lit Americas,,US,,,,,0,0,0,1,0,0,0,0,0,0,0,0
1083,2018,Fall,2018-fa,AFRO 460,Slavery in the United States,ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1084,2018,Fall,2018-fa,AFRO 474,"Black Freed Move, 1955-Present",ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1085,2018,Fall,2018-fa,AFST 103,Black Women in the Diaspora,,US,,,,,0,0,0,1,0,0,0,0,0,0,0,0
1086,2018,Fall,2018-fa,AFST 209,Constr Afr and Carib Identity,,NW,,,,,0,1,0,0,0,0,0,0,0,0,0,0
1087,2018,Fall,2018-fa,AFST 210,Intro to Mod African Lit,,NW,LA,,,,0,1,0,0,0,1,0,0,0,0,0,0
1088,2018,Fall,2018-fa,AFST 213,African Muslim Cultures,,NW,HP,,,,0,1,0,0,1,0,0,0,0,0,0,0
1089,2018,Fall,2018-fa,AFST 222,Introduction to Modern Africa,,NW,,,,,0,1,0,0,0,0,0,0,0,0,0,0
1090,2018,Fall,2018-fa,AFST 243,Pan Africanism,,NW,,,,SS,0,1,0,0,0,0,0,0,0,0,0,1
1091,2018,Fall,2018-fa,AFST 254,Economic Systems in Africa,,NW,,,,SS,0,1,0,0,0,0,0,0,0,0,0,1
1092,2018,Fall,2018-fa,AFST 266,African Film and Society,,NW,,,,,0,1,0,0,0,0,0,0,0,0,0,0
1093,2018,Fall,2018-fa,AFST 267,Memoirs of Africa,ACP,NW,,,,,1,1,0,0,0,0,0,0,0,0,0,0
1094,2018,Fall,2018-fa,AGCM 220,Communicating Agriculture,ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1095,2018,Fall,2018-fa,AGCM 320,Public Information Campaigns,ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1096,2018,Fall,2018-fa,AGED 230,Leadership Communications,ACP,,,,,SS,1,0,0,0,0,0,0,0,0,0,0,1
1097,2018,Fall,2018-fa,AGED 260,Intro to Leadership Studies,,,,,,SS,0,0,0,0,0,0,0,0,0,0,0,1
1098,2018,Fall,2018-fa,AGED 340,Leadership Ethics & Pluralism,,US,,,,,0,0,0,1,0,0,0,0,0,0,0,0
1099,2018,Fall,2018-fa,AGED 360,Advanced Leadership Studies,,,,,,SS,0,0,0,0,0,0,0,0,0,0,0,1
1100,2018,Fall,2018-fa,AIS 101,Intro to Amer Indian Studies,,US,HP,,,,0,0,0,1,1,0,0,0,0,0,0,0
1101,2018,Fall,2018-fa,AIS 102,Contemp Issues in Ind Country,,US,,,,SS,0,0,0,1,0,0,0,0,0,0,0,1
1102,2018,Fall,2018-fa,AIS 140,Native Religious Traditions,,US,HP,,,,0,0,0,1,1,0,0,0,0,0,0,0
1103,2018,Fall,2018-fa,AIS 165,Lang & Culture Native North Am,,NW,,,,,0,1,0,0,0,0,0,0,0,0,0,0
1104,2018,Fall,2018-fa,AIS 265,Intro to American Indian Lit,,US,LA,,,,0,0,0,1,0,1,0,0,0,0,0,0
1105,2018,Fall,2018-fa,AIS 275,Am Indian and Indigenous Film,,US,LA,,,,0,0,0,1,0,1,0,0,0,0,0,0
1106,2018,Fall,2018-fa,AIS 277,Encounters in Native America,,US,HP,,,,0,0,0,1,1,0,0,0,0,0,0,0
1107,2018,Fall,2018-fa,AIS 278,Native American History,,US,HP,,,,0,0,0,1,1,0,0,0,0,0,0,0
1108,2018,Fall,2018-fa,AIS 285,Indigenous Thinkers,,NW,HP,,,,0,1,0,0,1,0,0,0,0,0,0,0
1109,2018,Fall,2018-fa,AIS 288,American Indians of Illinois,,US,HP,,,,0,0,0,1,1,0,0,0,0,0,0,0
1110,2018,Fall,2018-fa,AIS 295,US Citizenship Comparatively,,US,HP,,,,0,0,0,1,1,0,0,0,0,0,0,0
1111,2018,Fall,2018-fa,ANSC 110,Life With Animals and Biotech,,,,LS,,,0,0,0,0,0,0,1,0,0,0,0,0
1112,2018,Fall,2018-fa,ANSC 205,World Animal Resources,ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1113,2018,Fall,2018-fa,ANSC 207,Companion Animal Biology &Care,,,,LS,,,0,0,0,0,0,0,1,0,0,0,0,0
1114,2018,Fall,2018-fa,ANSC 250,Companion Animals in Society,,WCC,,,,,0,0,1,0,0,0,0,0,0,0,0,0
1115,2018,Fall,2018-fa,ANTH 101,Introduction to Anthropology,,WCC,,,,SS,0,0,1,0,0,0,0,0,0,0,0,1
1116,2018,Fall,2018-fa,ANTH 102,Human Origins and Culture,,,,,,SS,0,0,0,0,0,0,0,0,0,0,0,1
1117,2018,Fall,2018-fa,ANTH 103,Anthro in a Changing World,,NW,,,,SS,0,1,0,0,0,0,0,0,0,0,0,1
1118,2018,Fall,2018-fa,ANTH 104,Talking Culture,,,,,,SS,0,0,0,0,0,0,0,0,0,0,0,1
1119,2018,Fall,2018-fa,ANTH 105,World Archaeology,,,HP,,,,0,0,0,0,1,0,0,0,0,0,0,0
1120,2018,Fall,2018-fa,ANTH 106,Hist Arch Americas,,US,HP,,,,0,0,0,1,1,0,0,0,0,0,0,0
1121,2018,Fall,2018-fa,ANTH 108,Religion & Society in West I,,WCC,HP,,,,0,0,1,0,1,0,0,0,0,0,0,0
1122,2018,Fall,2018-fa,ANTH 109,Religion & Society in West II,,WCC,HP,,,,0,0,1,0,1,0,0,0,0,0,0,0
1123,2018,Fall,2018-fa,ANTH 130,History of South Asia,,NW,HP,,,,0,1,0,0,1,0,0,0,0,0,0,0
1124,2018,Fall,2018-fa,ANTH 143,Biology of Human Behavior,,,,LS,,,0,0,0,0,0,0,1,0,0,0,0,0
1125,2018,Fall,2018-fa,ANTH 157,The Archaeology of Illinois,,,HP,,,,0,0,0,0,1,0,0,0,0,0,0,0
1126,2018,Fall,2018-fa,ANTH 160,Contemporary Social Issues,,US,,,,,0,0,0,1,0,0,0,0,0,0,0,0
1127,2018,Fall,2018-fa,ANTH 165,Lang & Culture Native North Am,,NW,,,,,0,1,0,0,0,0,0,0,0,0,0,0
1128,2018,Fall,2018-fa,ANTH 175,Archaeology and Pop Culture,,,HP,,,,0,0,0,0,1,0,0,0,0,0,0,0
1129,2018,Fall,2018-fa,ANTH 180,The Archaeology of Death,,WCC,,,,SS,0,0,1,0,0,0,0,0,0,0,0,1
1130,2018,Fall,2018-fa,ANTH 182,Latin American Cultures,,NW,,,,SS,0,1,0,0,0,0,0,0,0,0,0,1
1131,2018,Fall,2018-fa,ANTH 209,"Food, Culture, and Society",,,,,,SS,0,0,0,0,0,0,0,0,0,0,0,1
1132,2018,Fall,2018-fa,ANTH 210,Families in Global Perspective,,NW,,,,SS,0,1,0,0,0,0,0,0,0,0,0,1
1133,2018,Fall,2018-fa,ANTH 222,Introduction to Modern Africa,,NW,,,,,0,1,0,0,0,0,0,0,0,0,0,0
1134,2018,Fall,2018-fa,ANTH 223,Exploring African Cities,,NW,HP,,,,0,1,0,0,1,0,0,0,0,0,0,0
1135,2018,Fall,2018-fa,ANTH 224,Tourist Cities and Sites,,,,,,SS,0,0,0,0,0,0,0,0,0,0,0,1
1136,2018,Fall,2018-fa,ANTH 225,Women in Prehistory,,,,,,SS,0,0,0,0,0,0,0,0,0,0,0,1
1137,2018,Fall,2018-fa,ANTH 241,Human Biological Variation,,,,LS,,,0,0,0,0,0,0,1,0,0,0,0,0
1138,2018,Fall,2018-fa,ANTH 246,Forensic Science,,,,LS,,,0,0,0,0,0,0,1,0,0,0,0,0
1139,2018,Fall,2018-fa,ANTH 249,Evolution and Human Disease,,,,LS,,,0,0,0,0,0,0,1,0,0,0,0,0
1140,2018,Fall,2018-fa,ANTH 250,The World Through Museums,,WCC,,,,SS,0,0,1,0,0,0,0,0,0,0,0,1
1141,2018,Fall,2018-fa,ANTH 261,Intro to the African Diaspora,,US,HP,,,,0,0,0,1,1,0,0,0,0,0,0,0
1142,2018,Fall,2018-fa,ANTH 262,Women's Lives,,,,,,SS,0,0,0,0,0,0,0,0,0,0,0,1
1143,2018,Fall,2018-fa,ANTH 266,African Film and Society,,NW,,,,,0,1,0,0,0,0,0,0,0,0,0,0
1144,2018,Fall,2018-fa,ANTH 267,Memoirs of Africa,ACP,NW,,,,,1,1,0,0,0,0,0,0,0,0,0,0
1145,2018,Fall,2018-fa,ANTH 268,Images of the Other,ACP,WCC,HP,,,,1,0,1,0,1,0,0,0,0,0,0,0
1146,2018,Fall,2018-fa,ANTH 271,Language in Culture-ACP,ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1147,2018,Fall,2018-fa,ANTH 277,"Ancient Cities, Sacred Land",,WCC,,,,SS,0,0,1,0,0,0,0,0,0,0,0,1
1148,2018,Fall,2018-fa,ANTH 285,Intro to Korea Through Film,,NW,,,,,0,1,0,0,0,0,0,0,0,0,0,0
1149,2018,Fall,2018-fa,ANTH 286,Southeast Asian Civilizations,,NW,HP,,,,0,1,0,0,1,0,0,0,0,0,0,0
1150,2018,Fall,2018-fa,ANTH 288,American Indians of Illinois,,US,HP,,,,0,0,0,1,1,0,0,0,0,0,0,0
1151,2018,Fall,2018-fa,ANTH 290,Jewish Cultures of the World,,NW,,,,,0,1,0,0,0,0,0,0,0,0,0,0
1152,2018,Fall,2018-fa,ANTH 362,"Body, Personhood, and Culture",,,,,,SS,0,0,0,0,0,0,0,0,0,0,0,1
1153,2018,Fall,2018-fa,ANTH 376,Aztec Civilization,,NW,,,,,0,1,0,0,0,0,0,0,0,0,0,0
1154,2018,Fall,2018-fa,ANTH 393,The World of Jewish Sepharad,,WCC,HP,,,,0,0,1,0,1,0,0,0,0,0,0,0
1155,2018,Fall,2018-fa,ANTH 414,Writing Ethnography,ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1156,2018,Fall,2018-fa,ARAB 150,Lang&Culture of Arab World,,NW,,,,,0,1,0,0,0,0,0,0,0,0,0,0
1157,2018,Fall,2018-fa,ARCH 222,Islamic Gardens & Architecture,,NW,HP,,,,0,1,0,0,1,0,0,0,0,0,0,0
1158,2018,Fall,2018-fa,ARCH 314,History of World Landscapes,ACP,WCC,HP,,,,1,0,1,0,1,0,0,0,0,0,0,0
1159,2018,Fall,2018-fa,ART 100,Understanding Visual Culture,,,LA,,,,0,0,0,0,0,1,0,0,0,0,0,0
1160,2018,Fall,2018-fa,ART 102,Drawing for Non-Majors,,,LA,,,,0,0,0,0,0,1,0,0,0,0,0,0
1161,2018,Fall,2018-fa,ART 103,Painting for Non-Majors,,,LA,,,,0,0,0,0,0,1,0,0,0,0,0,0
1162,2018,Fall,2018-fa,ART 104,Sculpture for Non-Majors,,,LA,,,,0,0,0,0,0,1,0,0,0,0,0,0
1163,2018,Fall,2018-fa,ART 105,Visual Design for Non-Majors,,,LA,,,,0,0,0,0,0,1,0,0,0,0,0,0
1164,2018,Fall,2018-fa,ART 140,Introduction to Art,,,LA,,,,0,0,0,0,0,1,0,0,0,0,0,0
1165,2018,Fall,2018-fa,ART 205,Experience & Meaning in Design,,WCC,,,,BSC,0,0,1,0,0,0,0,0,0,0,1,0
1166,2018,Fall,2018-fa,ART 208,Digital Art and Sustainability,,,LA,,,,0,0,0,0,0,1,0,0,0,0,0,0
1167,2018,Fall,2018-fa,ART 221,Visual Culture of Fandoms,,,LA,,,,0,0,0,0,0,1,0,0,0,0,0,0
1168,2018,Fall,2018-fa,ART 240,Learning Through Contemporary Art,,,LA,,,,0,0,0,0,0,1,0,0,0,0,0,0
1169,2018,Fall,2018-fa,ART 280,Exploring Visual Culture,,WCC,LA,,,,0,0,1,0,0,1,0,0,0,0,0,0
1170,2018,Fall,2018-fa,ART 310,Design Thinking,,,LA,,,,0,0,0,0,0,1,0,0,0,0,0,0
1171,2018,Fall,2018-fa,ART 350,Writing with Video,,WCC,LA,,,,0,0,1,0,0,1,0,0,0,0,0,0
1172,2018,Fall,2018-fa,ARTD 209,Chado (The Way of Tea),,NW,,,,,0,1,0,0,0,0,0,0,0,0,0,0
1173,2018,Fall,2018-fa,ARTD 240,eWaste: Sustainable Design,,,LA,,,,0,0,0,0,0,1,0,0,0,0,0,0
1174,2018,Fall,2018-fa,ARTH 110,Introduction to the History of Art and Visual Culture,,WCC,LA,,,,0,0,1,0,0,1,0,0,0,0,0,0
1175,2018,Fall,2018-fa,ARTH 111,Ancient to Medieval Art,,,LA,,,,0,0,0,0,0,1,0,0,0,0,0,0
1176,2018,Fall,2018-fa,ARTH 112,Renaissance to Modern Art,,,LA,,,,0,0,0,0,0,1,0,0,0,0,0,0
1177,2018,Fall,2018-fa,ARTH 113,Introduction to African Art,,NW,,,,,0,1,0,0,0,0,0,0,0,0,0,0
1178,2018,Fall,2018-fa,ARTH 114,Introduction to East Asian Art,,NW,,,,,0,1,0,0,0,0,0,0,0,0,0,0
1179,2018,Fall,2018-fa,ARTH 115,Art in a Global Context,,NW,LA,,,,0,1,0,0,0,1,0,0,0,0,0,0
1180,2018,Fall,2018-fa,ARTH 211,Design History Survey,,,LA,,,,0,0,0,0,0,1,0,0,0,0,0,0
1181,2018,Fall,2018-fa,ARTH 217,Development of Ancient Cities,,WCC,HP,,,,0,0,1,0,1,0,0,0,0,0,0,0
1182,2018,Fall,2018-fa,ARTH 241,"Modern Art, 1880-1940",,,LA,,,,0,0,0,0,0,1,0,0,0,0,0,0
1183,2018,Fall,2018-fa,ARTH 260,Graffiti and Murals,,WCC,LA,,,,0,0,1,0,0,1,0,0,0,0,0,0
1184,2018,Fall,2018-fa,ASST 104,Asian Mythology,,NW,HP,,,,0,1,0,0,1,0,0,0,0,0,0,0
1185,2018,Fall,2018-fa,ASST 208,Cultures & Literatures of South Asia,,NW,LA,,,,0,1,0,0,0,1,0,0,0,0,0,0
1186,2018,Fall,2018-fa,ASST 218,S Asian Cultural Landscapes,,NW,LA,,,,0,1,0,0,0,1,0,0,0,0,0,0
1187,2018,Fall,2018-fa,ASST 286,Southeast Asian Civilizations,,NW,HP,,,,0,1,0,0,1,0,0,0,0,0,0,0
1188,2018,Fall,2018-fa,ASTR 100,Introduction to Astronomy,,,,PS,,,0,0,0,0,0,0,0,1,0,0,0,0
1189,2018,Fall,2018-fa,ASTR 121,Solar System and Worlds Beyond,,,,PS,QR2,,0,0,0,0,0,0,0,1,0,1,0,0
1190,2018,Fall,2018-fa,ASTR 122,Stars and Galaxies,,,,PS,QR2,,0,0,0,0,0,0,0,1,0,1,0,0
1191,2018,Fall,2018-fa,ASTR 150,Killer Skies: Astro-Disasters,,,,PS,,,0,0,0,0,0,0,0,1,0,0,0,0
1192,2018,Fall,2018-fa,ASTR 210,Introduction to Astrophysics,,,,PS,,,0,0,0,0,0,0,0,1,0,0,0,0
1193,2018,Fall,2018-fa,ASTR 401,Scientific Writing for Astronomy,ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1194,2018,Fall,2018-fa,ASTR 490,Senior Thesis,ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1195,2018,Fall,2018-fa,ATMS 100,Introduction to Meteorology,,,,PS,,,0,0,0,0,0,0,0,1,0,0,0,0
1196,2018,Fall,2018-fa,ATMS 120,Severe and Hazardous Weather,,,,PS,QR2,,0,0,0,0,0,0,0,1,0,1,0,0
1197,2018,Fall,2018-fa,ATMS 140,Climate and Global Change,,,,PS,,,0,0,0,0,0,0,0,1,0,0,0,0
1198,2018,Fall,2018-fa,ATMS 322,Soc Impacts Weather & Climate,,,,,,SS,0,0,0,0,0,0,0,0,0,0,0,1
1199,2018,Fall,2018-fa,BCS 115,South Slavic Cultures,,NW,,,,SS,0,1,0,0,0,0,0,0,0,0,0,1
1200,2018,Fall,2018-fa,BCS 215,Yugoslavia and After,,WCC,,,,,0,0,1,0,0,0,0,0,0,0,0,0
1201,2018,Fall,2018-fa,BIOC 460,Biochemistry Senior Seminar,ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1202,2018,Fall,2018-fa,BTW 250,Principles Bus Comm,ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1203,2018,Fall,2018-fa,BTW 261,Principles Tech Comm,ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1204,2018,Fall,2018-fa,BTW 263,Writing in the Disciplines,ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1205,2018,Fall,2018-fa,CHBE 101,Hidden World of Engineering,,,,PS,,,0,0,0,0,0,0,0,1,0,0,0,0
1206,2018,Fall,2018-fa,CHBE 430,Unit Operations Laboratory,ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1207,2018,Fall,2018-fa,CHBE 431,Process Design,ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1208,2018,Fall,2018-fa,CHEM 101,Introductory Chemistry,,,,PS,,,0,0,0,0,0,0,0,1,0,0,0,0
1209,2018,Fall,2018-fa,CHEM 102,General Chemistry I,,,,PS,,,0,0,0,0,0,0,0,1,0,0,0,0
1210,2018,Fall,2018-fa,CHEM 103,General Chemistry Lab I,,,,PS,,,0,0,0,0,0,0,0,1,0,0,0,0
1211,2018,Fall,2018-fa,CHEM 104,General Chemistry II,,,,PS,,,0,0,0,0,0,0,0,1,0,0,0,0
1212,2018,Fall,2018-fa,CHEM 105,General Chemistry Lab II,,,,PS,,,0,0,0,0,0,0,0,1,0,0,0,0
1213,2018,Fall,2018-fa,CHEM 108,"Chemistry, Everyday Phenomena",,,,PS,,,0,0,0,0,0,0,0,1,0,0,0,0
1214,2018,Fall,2018-fa,CHEM 202,Accelerated Chemistry I,,,,PS,,,0,0,0,0,0,0,0,1,0,0,0,0
1215,2018,Fall,2018-fa,CHEM 204,Accelerated Chemistry II,,,,PS,,,0,0,0,0,0,0,0,1,0,0,0,0
1216,2018,Fall,2018-fa,CHEM 317,Inorganic Chemistry Lab,ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1217,2018,Fall,2018-fa,CHEM 437,Organic Chemistry Lab,ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1218,2018,Fall,2018-fa,CHLH 100,Contemporary Health,,,,,,SS,0,0,0,0,0,0,0,0,0,0,0,1
1219,2018,Fall,2018-fa,CHLH 101,Introduction to Public Health,,,,,,SS,0,0,0,0,0,0,0,0,0,0,0,1
1220,2018,Fall,2018-fa,CHLH 244,Health Statistics,,,,,QR1,,0,0,0,0,0,0,0,0,1,0,0,0
1221,2018,Fall,2018-fa,CHLH 260,Introduction to Medical Ethics,,,HP,,,,0,0,0,0,1,0,0,0,0,0,0,0
1222,2018,Fall,2018-fa,CHLH 274,Introduction to Epidemiology,,,,,QR1,,0,0,0,0,0,0,0,0,1,0,0,0
1223,2018,Fall,2018-fa,CHLH 304,Foundations of Health Behavior,ACP,,,,,BSC,1,0,0,0,0,0,0,0,0,0,1,0
1224,2018,Fall,2018-fa,CHLH 330,Disability in American Society,,,,,,SS,0,0,0,0,0,0,0,0,0,0,0,1
1225,2018,Fall,2018-fa,CHLH 421,Health Data Analysis,,,,,QR2,,0,0,0,0,0,0,0,0,0,1,0,0
1226,2018,Fall,2018-fa,CHP 396,Interdisciplinary Seminar ACP,ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1227,2018,Fall,2018-fa,CLCV 114,Introduction to Greek Culture,,WCC,LA,,,,0,0,1,0,0,1,0,0,0,0,0,0
1228,2018,Fall,2018-fa,CLCV 115,Mythology of Greece and Rome,,WCC,LA,,,,0,0,1,0,0,1,0,0,0,0,0,0
1229,2018,Fall,2018-fa,CLCV 116,The Roman Achievement,,WCC,HP,,,,0,0,1,0,1,0,0,0,0,0,0,0
1230,2018,Fall,2018-fa,CLCV 120,The Classical Tradition,,WCC,LA,,,,0,0,1,0,0,1,0,0,0,0,0,0
1231,2018,Fall,2018-fa,CLCV 131,"Classical Archaeology, Greece",,WCC,HP,,,,0,0,1,0,1,0,0,0,0,0,0,0
1232,2018,Fall,2018-fa,CLCV 132,"Class Archaeology, Rome-Italy",,WCC,HP,,,,0,0,1,0,1,0,0,0,0,0,0,0
1233,2018,Fall,2018-fa,CLCV 160,Ancient Greek & Roman Religion,,WCC,HP,,,,0,0,1,0,1,0,0,0,0,0,0,0
1234,2018,Fall,2018-fa,CLCV 203,Ancient Philosophy,,,HP,,,,0,0,0,0,1,0,0,0,0,0,0,0
1235,2018,Fall,2018-fa,CLCV 220,Origins of Western Literature,,WCC,LA,,,,0,0,1,0,0,1,0,0,0,0,0,0
1236,2018,Fall,2018-fa,CLCV 221,The Heroic Tradition,,WCC,LA,,,,0,0,1,0,0,1,0,0,0,0,0,0
1237,2018,Fall,2018-fa,CLCV 222,The Tragic Spirit,,WCC,LA,,,,0,0,1,0,0,1,0,0,0,0,0,0
1238,2018,Fall,2018-fa,CLCV 223,"Myth,History,Fiction,Tradition",,WCC,,,,,0,0,1,0,0,0,0,0,0,0,0,0
1239,2018,Fall,2018-fa,CLCV 224,American Race and Ethnicity in the Classical Tradition,,US,LA,,,,0,0,0,1,0,1,0,0,0,0,0,0
1240,2018,Fall,2018-fa,CLCV 225,"Greco-Roman Demo, Econ, Cult",,WCC,HP,,,,0,0,1,0,1,0,0,0,0,0,0,0
1241,2018,Fall,2018-fa,CLCV 231,Development of Ancient Cities,,WCC,HP,,,,0,0,1,0,1,0,0,0,0,0,0,0
1242,2018,Fall,2018-fa,CLCV 240,Sex & Gender in Antiquity,,WCC,LA,,,,0,0,1,0,0,1,0,0,0,0,0,0
1243,2018,Fall,2018-fa,CLCV 323,The Comic Imagination,ACP,WCC,LA,,,,1,0,1,0,0,1,0,0,0,0,0,0
1244,2018,Fall,2018-fa,CMN 102,Intro to Comm Theory & Res,,,,,,BSC,0,0,0,0,0,0,0,0,0,0,1,0
1245,2018,Fall,2018-fa,CMN 210,Public Comm in Everyday Life,,WCC,HP,,,,0,0,1,0,1,0,0,0,0,0,0,0
1246,2018,Fall,2018-fa,CMN 220,Communicating Public Policy,ACP,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
1247,2018,Fall,2018-fa,CMN 230,Intro to Interpersonal Comm,,,,,,SS,0,0,0,0,0,0,0,0,0,0,0,1
1248,2018,Fall,2018-fa,CMN 231,Communication and Conflict,,,,,,BSC,0,0,0,0,0,0,0,0,0,0,1,0
1249,2018,Fall,2018-fa,CMN 232,Intro to Intercultural Comm,,NW,,,,SS,0,1,0,0,0,0,0,0,0,0,0,1
1250,2018,Fall,2018-fa,CMN 250,Social Movement Communication,,US,,,,,0,0,0,1,0,0,0,0,0,0,0,0
1251,2018,Fall,2018-fa,CMN 260,Intro to Health Communication,,WCC,,,,BSC,0,0,1,0,0,0,0,0,0,0,1,0
1252,2018,Fall,2018-fa,CMN 275,"Media, Money and Power",,WCC,HP,,,,0,0,1,0,1,0,0,0,0,0,0,0
1253,2018,Fall,2018-fa,CMN 277,Intro to Mediated Comm,,,,,,SS,0,0,0,0,0,0,0,0,0,0,0,1
1254,2018,Fall,2018-fa,CMN 280,Comm Technology & Society,,,,,,SS,0,0,0,0,0,0,0,0,0,0,0,1
1255,2018,Fall,2018-fa,CPSC 112,Introduction to Crop Sciences,,,,LS,,,0,0,0,0,0,0,1,0,0,0,0,0
1256,2018,Fall,2018-fa,CPSC 113,"Environment, Agric, & Society",,WCC,,LS,,,0,0,1,0,0,0,1,0,0,0,0,0
1257,2018,Fall,2018-fa,CPSC 116,The Global Food Production Web,,NW,,,,,0,1,0,0,0,0,0,0,0,0,0,0
1258,2018,Fall,2018-fa,CPSC 131,Agriculture in Mythology,,NW,,,,,0,1,0,0,0,0,0,0,0,0,0,0
1259,2018,Fall,2018-fa,CPSC 241,Intro to Applied Statistics,,,,,QR1,,0,0,0,0,0,0,0,0,1,0,0,0
1260,2018,Fall,2018-fa,CPSC 261,Biotechnology in Agriculture,,,,LS,,,0,0,0,0,0,0,1,0,0,0,0,0
1261,2018,Fall,2018-fa,CPSC 270,Applied Entomology,,,,LS,,,0,0,0,0,0,0,1,0,0,0,0,0
1262,2018,Fall,2018-fa,CS 101,Intro Computing: Engrg & Sci,,,,,QR2,,0,0,0,0,0,0,0,0,0,1,0,0
1263,2018,Fall,2018-fa,CS 102,Little Bits to Big Ideas,,,,,QR1,,0,0,0,0,0,0,0,0,1,0,0,0
1264,2018,Fall,2018-fa,CS 105,Intro Computing: Non-Tech,,,,,QR1,,0,0,0,0,0,0,0,0,1,0,0,0
1265,2018,Fall,2018-fa,CS 125,Intro to Computer Science,,,,,QR1,,0,0,0,0,0,0,0,0,1,0,0,0
